File_name,Video_length,Threshold_0.0000,Duplicate_names_0.0000,Is_duplicate_0.0000,Total_non_duplicates_0.0000,Threshold_0.0001,Duplicate_names_0.0001,Is_duplicate_0.0001,Total_non_duplicates_0.0001,Threshold_0.0002,Duplicate_names_0.0002,Is_duplicate_0.0002,Total_non_duplicates_0.0002,Threshold_0.0003,Duplicate_names_0.0003,Is_duplicate_0.0003,Total_non_duplicates_0.0003,Threshold_0.0004,Duplicate_names_0.0004,Is_duplicate_0.0004,Total_non_duplicates_0.0004,Threshold_0.0010,Duplicate_names_0.0010,Is_duplicate_0.0010,Total_non_duplicates_0.0010
TNS_0062_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0063_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0070_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0071_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0072_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0073_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0074_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0075_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0076_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0077_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0078_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0080_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0081_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0090_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0091_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0092_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0093_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0094_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0095_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0096_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0097_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0098_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0099_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0100_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0101_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0102_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0103_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0104_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0105_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0106_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0107_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0108_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0109_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0110_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0111_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0112_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0113_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0114_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0115_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0116_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0117_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0118_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0119_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0120_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0121_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0122_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0123_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0124_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0125_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0126_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0127_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0128_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0129_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0130_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0131_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0132_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0133_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0134_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0135_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0136_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0137_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0138_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0139_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0140_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0141_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0142_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0143_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0144_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0145_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0146_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0147_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0148_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0149_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0150_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0151_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0152_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0153_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0154_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0155_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0156_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0157_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0158_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0159_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0160_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0161_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0162_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0163_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0164_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0165_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0166_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0167_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0168_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0169_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0170_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0171_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0172_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0173_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0174_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0175_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0176_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0177_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0178_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0179_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0180_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0181_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0182_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0183_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0184_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0185_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0186_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0187_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0188_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0189_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0190_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0191_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0192_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0193_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0194_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0195_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0196_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0197_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0198_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0199_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0200_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0201_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0202_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
TNS_0203_.mp4,1,0.0,None,False,1212,0.0001,None,False,1358,0.0002,None,False,1298,0.0003,None,False,1286,0.0004,None,False,1282,0.001,None,False,1282
