File_name,Video_length_clips,Video_length_seconds,Threshold_0.0000,Duplicate_names_0.0000,Is_duplicate_0.0000,Duplicate_clip_count_0.0000,Total_non_duplicates_0.0000,Threshold_0.0001,Duplicate_names_0.0001,Is_duplicate_0.0001,Duplicate_clip_count_0.0001,Total_non_duplicates_0.0001,Threshold_0.0002,Duplicate_names_0.0002,Is_duplicate_0.0002,Duplicate_clip_count_0.0002,Total_non_duplicates_0.0002,Threshold_0.0003,Duplicate_names_0.0003,Is_duplicate_0.0003,Duplicate_clip_count_0.0003,Total_non_duplicates_0.0003,Threshold_0.0004,Duplicate_names_0.0004,Is_duplicate_0.0004,Duplicate_clip_count_0.0004,Total_non_duplicates_0.0004,Threshold_0.0010,Duplicate_names_0.0010,Is_duplicate_0.0010,Duplicate_clip_count_0.0010,Total_non_duplicates_0.0010
TNS_0053_V.mp4,7,70,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0054_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0055_V.mp4,2,20,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0056_V.mp4,1,10,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0057_V.mp4,6,60,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0058_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0059_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0060_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0061_V.mp4,7,70,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0062_V.mp4,2,20,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0063_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0064_V.mp4,7,70,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0065_V.mp4,3,30,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0066_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0067_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0068_V.mp4,1,10,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0069_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0070_V.mp4,7,70,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0071_V.mp4,2,20,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0072_V.mp4,3,30,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0073_V.mp4,4,40,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0074_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0075_V.mp4,9,90,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0076_V.mp4,3,30,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0077_V.mp4,3,30,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0078_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0079_V.mp4,6,60,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0080_V.mp4,6,60,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0081_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0082_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0083_V.mp4,6,60,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0084_V.mp4,3,30,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0085_V.mp4,2,20,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0086_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0087_V.mp4,9,90,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0088_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0089_V.mp4,8,80,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
